room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
6499,14455,Entire home/apt,BelÌ©m,8,5,2,1,57
17031,66015,Entire home/apt,Alvalade,0,0,2,1,46
25659,107347,Entire home/apt,Santa Maria Maior,63,5,3,1,69
29248,125768,Entire home/apt,Santa Maria Maior,225,4.5,4,1,58
29396,126415,Entire home/apt,Santa Maria Maior,132,5,4,1,67
29720,128075,Entire home/apt,Estrela,14,5,16,9,1154
29872,128698,Entire home/apt,AlcÌ¢ntara,25,5,2,1,75
29891,128792,Entire home/apt,MisericÌ_rdia,28,5,3,1,49
29915,128890,Entire home/apt,Avenidas Novas,28,4.5,3,1,58
33312,144398,Entire home/apt,MisericÌ_rdia,24,4.5,4,1,66
33348,144484,Private room,Lumiar,2,0,6,1,46
34783,149980,Private room,Estrela,0,0,1,1,54
34977,146695,Entire home/apt,Santa Maria Maior,54,4.5,6,2,60
40817,176410,Entire home/apt,MisericÌ_rdia,229,4.5,2,1,52
42172,184400,Entire home/apt,Santa Maria Maior,45,4.5,6,2,138
42519,136230,Entire home/apt,MisericÌ_rdia,79,4.5,3,1,87
44043,192830,Entire home/apt,Santa Maria Maior,316,5,7,3,80
46567,208343,Private room,Avenidas Novas,3,5,2,1,39
47717,217058,Entire home/apt,Santa Maria Maior,70,4.5,3,1,57
50108,229376,Entire home/apt,Estrela,33,4.5,4,1,69
55116,259744,Private room,Avenidas Novas,1,0,2,2,68
56906,270457,Entire home/apt,SÌ£o Vicente,86,4.5,3,1,52
57850,276092,Entire home/apt,Estrela,52,4.5,3,2,70
59227,184400,Entire home/apt,MisericÌ_rdia,25,4.5,7,3,138
65553,320407,Entire home/apt,Campo de Ourique,102,4.5,2,1,58
65878,322145,Entire home/apt,MisericÌ_rdia,51,5,4,1,76
72807,378525,Private room,Alvalade,1,0,1,1,29
73764,154341,Entire home/apt,Santo AntÌ_nio,18,4.5,2,1,64
75171,184400,Entire home/apt,Estrela,19,4.5,5,2,115
77130,412702,Entire home/apt,MisericÌ_rdia,74,4.5,3,0,52
77466,415066,Entire home/apt,MisericÌ_rdia,255,5,5,2,80
83615,184400,Entire home/apt,Estrela,15,4,4,1,93
83933,335614,Entire home/apt,SÌ£o Vicente,157,4.5,4,1,93
84599,181902,Entire home/apt,Santa Maria Maior,50,4.5,6,2,91
85270,383078,Entire home/apt,Santa Maria Maior,144,5,5,3,122
87723,480371,Entire home/apt,SÌ£o Vicente,27,4.5,6,2,115
88230,184400,Entire home/apt,Santa Maria Maior,3,5,6,3,173
88282,184400,Entire home/apt,Santo AntÌ_nio,1,0,4,1,87
88312,482911,Entire home/apt,Santo AntÌ_nio,37,5,4,2,75
88410,483396,Entire home/apt,SÌ£o Vicente,26,4.5,4,1,87
89015,485573,Entire home/apt,MisericÌ_rdia,11,5,4,2,115
90387,490050,Private room,Santo AntÌ_nio,204,5,2,1,46
90559,184400,Entire home/apt,Santo AntÌ_nio,2,0,4,1,87
90931,184400,Entire home/apt,Santo AntÌ_nio,14,4.5,4,2,104
93111,500020,Entire home/apt,Santa Maria Maior,285,5,2,1,52
93349,3897446,Entire home/apt,MisericÌ_rdia,6,4.5,4,1,95
93829,183877,Entire home/apt,SÌ£o Vicente,31,4.5,2,1,44
95212,502806,Entire home/apt,MisericÌ_rdia,61,5,6,3,98
97503,515924,Private room,Santo AntÌ_nio,39,4,2,1,26
101200,530574,Private room,SÌ£o Domingos de Benfica,2,0,1,1,35
103252,538753,Entire home/apt,SÌ£o Vicente,11,5,4,1,91
105092,546144,Entire home/apt,Santa Maria Maior,89,4.5,4,2,70
105962,106839925,Entire home/apt,Parque das NaÌ¤Ìµes,29,5,4,1,69
106051,550030,Entire home/apt,Estrela,56,4.5,4,2,87
108058,557442,Private room,Alvalade,24,5,1,1,27
116672,211826,Entire home/apt,SÌ£o Vicente,273,5,2,1,46
118653,599213,Entire home/apt,SÌ£o Vicente,56,4,6,2,87
119120,387186,Entire home/apt,Estrela,136,5,4,2,73
120554,606629,Entire home/apt,SÌ£o Vicente,21,4,6,3,93
120617,184400,Entire home/apt,Campo de Ourique,21,4.5,4,2,173
120697,607028,Private room,Santa Maria Maior,138,5,2,1,42
122572,614156,Private room,SÌ£o Domingos de Benfica,0,0,2,1,64
122998,615634,Entire home/apt,MisericÌ_rdia,35,4.5,2,1,71
124558,620702,Entire home/apt,Santa Maria Maior,126,4.5,6,2,75
125431,623759,Entire home/apt,Santa Maria Maior,148,4.5,2,1,35
125536,624049,Private room,Santa Maria Maior,170,4.5,2,1,40
125578,624049,Entire home/apt,Santa Maria Maior,69,4.5,2,1,46
125848,624278,Entire home/apt,SÌ£o Vicente,86,4.5,3,1,64
126646,628095,Private room,Penha de FranÌ¤a,98,4.5,3,1,31
126793,573194,Private room,Santo AntÌ_nio,22,4.5,2,1,19
129822,639944,Private room,Parque das NaÌ¤Ìµes,50,4.5,2,1,55
130708,643374,Private room,Arroios,105,4.5,2,1,38
131619,647439,Entire home/apt,Arroios,227,4.5,4,2,39
133645,656138,Entire home/apt,Santa Maria Maior,144,4.5,3,1,58
134065,624049,Private room,Santa Maria Maior,211,4.5,2,1,29
134438,659768,Entire home/apt,SÌ£o Vicente,96,4.5,4,1,46
135261,663233,Entire home/apt,MisericÌ_rdia,124,4.5,4,2,69
135493,184400,Entire home/apt,Estrela,0,0,10,4,173
137054,656138,Entire home/apt,Santa Maria Maior,95,4.5,3,1,52
137434,671930,Entire home/apt,Parque das NaÌ¤Ìµes,0,0,6,2,138
138929,677938,Entire home/apt,Santa Maria Maior,116,4.5,3,1,40
138999,678222,Entire home/apt,Santa Maria Maior,71,5,5,2,104
140080,682628,Entire home/apt,MisericÌ_rdia,19,4.5,11,5,145
143802,697224,Entire home/apt,SÌ£o Vicente,117,4.5,8,3,68
143882,697596,Entire home/apt,Alvalade,0,0,3,2,577
144851,701650,Entire home/apt,MisericÌ_rdia,26,5,4,1,93
147932,713828,Entire home/apt,SÌ£o Vicente,3,3.5,6,1,98
148511,716988,Entire home/apt,Santa Maria Maior,24,4.5,4,1,80
149274,676330,Entire home/apt,MisericÌ_rdia,63,4.5,4,1,58
149332,720461,Entire home/apt,Santa Maria Maior,48,4.5,2,1,58
149589,721565,Entire home/apt,Santa Maria Maior,30,5,3,1,73
150895,726687,Entire home/apt,Santa Maria Maior,29,4.5,3,1,69
150945,726687,Entire home/apt,Santa Maria Maior,58,4.5,2,1,52
151327,727771,Entire home/apt,Santa Maria Maior,261,5,4,1,56
154501,743167,Entire home/apt,Santa Maria Maior,66,4.5,4,2,166
155303,746717,Entire home/apt,Beato,0,0,2,1,69
155865,749485,Entire home/apt,AlcÌ¢ntara,76,4.5,6,2,75
159243,764012,Entire home/apt,MisericÌ_rdia,144,5,6,2,93
159464,764012,Entire home/apt,MisericÌ_rdia,130,4.5,6,2,104
159473,764012,Entire home/apt,MisericÌ_rdia,101,4.5,6,2,99
159761,184400,Entire home/apt,MisericÌ_rdia,8,4,12,5,288
161268,1554338,Entire home/apt,MisericÌ_rdia,106,4.5,7,2,109
161293,778848,Entire home/apt,Arroios,149,4.5,6,2,114
162533,776635,Entire home/apt,Santa Maria Maior,9,4.5,3,1,52
164397,784164,Private room,Avenidas Novas,0,0,2,1,115
166098,743167,Entire home/apt,Santa Maria Maior,55,4.5,4,1,125
166114,791812,Entire home/apt,Santa Maria Maior,104,5,4,1,80
168227,801495,Entire home/apt,Campolide,16,5,2,1,52
170657,814003,Entire home/apt,Estrela,68,5,3,1,52
170853,814983,Private room,Arroios,9,4,1,1,29
172014,820718,Private room,Alvalade,77,4.5,4,1,45
172248,507901,Private room,Alvalade,38,4.5,2,1,29
172455,822877,Entire home/apt,Santa Maria Maior,141,5,4,1,57
172638,823780,Entire home/apt,Santa Maria Maior,235,5,2,1,64
172646,823785,Private room,Arroios,6,4.5,2,1,26
172715,824067,Entire home/apt,MisericÌ_rdia,95,4.5,2,1,57
174064,830888,Entire home/apt,MisericÌ_rdia,90,5,6,3,76
174529,833952,Entire home/apt,SÌ£o Vicente,39,4.5,4,1,56
174850,835470,Entire home/apt,MisericÌ_rdia,55,5,6,2,80
175940,624049,Private room,Santa Maria Maior,203,4.5,2,1,35
176153,842219,Entire home/apt,MisericÌ_rdia,438,5,4,2,102
176914,1029524,Entire home/apt,MisericÌ_rdia,75,4.5,8,3,122
178515,753902,Entire home/apt,Santa Maria Maior,53,4.5,6,3,75
178524,753902,Entire home/apt,Santa Maria Maior,162,4.5,6,3,98
181107,867993,Private room,Arroios,80,5,2,1,31
184211,883321,Entire home/apt,Avenidas Novas,13,4.5,9,4,80
184888,887175,Entire home/apt,Parque das NaÌ¤Ìµes,7,4.5,6,2,115
185126,184400,Entire home/apt,MisericÌ_rdia,15,4.5,12,4,346
186742,897614,Entire home/apt,MisericÌ_rdia,85,5,4,2,78
186996,899179,Entire home/apt,Santa Maria Maior,10,4.5,3,1,64
187059,743167,Entire home/apt,Santa Maria Maior,60,4.5,2,0,102
187442,901710,Entire home/apt,Santa Maria Maior,244,5,4,2,79
189676,915146,Entire home/apt,MisericÌ_rdia,151,5,4,0,87
190091,917694,Entire home/apt,Campo de Ourique,55,5,5,3,184
193321,515924,Private room,Santo AntÌ_nio,18,5,1,1,23
194023,941411,Private room,Campo de Ourique,16,4.5,7,1,21
196195,951913,Entire home/apt,Penha de FranÌ¤a,100,4.5,5,2,38
196619,144484,Entire home/apt,Penha de FranÌ¤a,0,0,4,1,75
198480,640147,Entire home/apt,Lumiar,6,5,2,1,48
199461,914126,Entire home/apt,Santa Maria Maior,32,5,4,2,109
202150,989393,Entire home/apt,Santa Maria Maior,274,5,4,2,62
202654,992647,Entire home/apt,BelÌ©m,54,4,2,1,45
203167,798869,Entire home/apt,MisericÌ_rdia,18,4.5,5,1,78
203177,798869,Entire home/apt,MisericÌ_rdia,15,4.5,4,1,64
204434,1004069,Private room,Santa Maria Maior,168,5,2,1,40
205519,184400,Entire home/apt,MisericÌ_rdia,15,5,5,2,104
205532,184400,Entire home/apt,Santa Maria Maior,9,5,4,1,122
208683,753902,Entire home/apt,Santa Maria Maior,63,4.5,4,2,69
210714,1039097,Private room,Estrela,5,3.5,4,1,64
211616,1091599,Entire home/apt,Santa Maria Maior,105,4.5,4,1,79
212549,1096085,Entire home/apt,MisericÌ_rdia,173,4.5,2,1,69
212915,1097919,Private room,Benfica,0,0,6,1,93
214694,1108043,Private room,Santa Maria Maior,51,5,2,1,46
214729,1108485,Private room,Alvalade,4,4.5,1,1,35
216881,1119812,Entire home/apt,Alvalade,22,4.5,6,2,74
217187,1121762,Entire home/apt,Santa Maria Maior,91,4.5,2,1,40
218280,710165,Private room,Campo de Ourique,0,0,2,1,32
220359,1142308,Entire home/apt,Avenidas Novas,45,4.5,4,1,52
222942,1157493,Private room,Arroios,1,0,2,1,62
224040,1165468,Private room,MisericÌ_rdia,10,5,2,1,46
224316,1167290,Private room,Santo AntÌ_nio,42,5,2,1,46
227224,1185103,Entire home/apt,Santa Maria Maior,103,5,6,1,74
227225,3897446,Entire home/apt,MisericÌ_rdia,14,4,4,1,95
229846,624278,Entire home/apt,SÌ£o Vicente,83,4,3,1,57
231002,1207800,Private room,Santo AntÌ_nio,0,0,1,1,18
231385,1208572,Private room,Areeiro,40,5,3,1,29
231855,1212503,Entire home/apt,Santa Maria Maior,59,5,6,3,162
232858,1218614,Entire home/apt,Santa Maria Maior,3,4,5,2,162
235404,1233522,Entire home/apt,Santa Maria Maior,103,4.5,4,1,68
236138,1237805,Entire home/apt,MisericÌ_rdia,70,4.5,3,1,67
236176,520870,Entire home/apt,SÌ£o Vicente,105,4.5,4,3,102
239018,1253359,Private room,Avenidas Novas,139,5,2,1,38
241682,1268582,Entire home/apt,Estrela,5,5,3,2,87
242394,1271930,Entire home/apt,SÌ£o Domingos de Benfica,13,4.5,8,3,64
243490,1277626,Entire home/apt,Santa Maria Maior,187,4.5,4,1,68
244494,1282676,Entire home/apt,Santa Maria Maior,2,0,6,2,162
248849,495593,Entire home/apt,Penha de FranÌ¤a,143,4.5,4,1,58
250288,647439,Entire home/apt,Santa Maria Maior,251,4.5,2,1,36
250491,1312785,Entire home/apt,Arroios,15,4.5,2,1,76
252744,1327000,Entire home/apt,MisericÌ_rdia,8,5,8,3,143
253441,1330745,Entire home/apt,MisericÌ_rdia,67,4.5,4,1,69
254571,184400,Entire home/apt,Santo AntÌ_nio,50,4.5,8,4,346
256093,1346663,Entire home/apt,MisericÌ_rdia,170,5,3,1,76
256122,1346813,Entire home/apt,Santo AntÌ_nio,5,5,4,2,64
257480,1354982,Entire home/apt,Santa Maria Maior,196,4.5,4,1,69
257560,1328660,Entire home/apt,Santa Maria Maior,121,5,4,1,71
261733,1373142,Entire home/apt,MisericÌ_rdia,202,4.5,4,2,69
262251,1375871,Private room,Avenidas Novas,0,0,1,1,75
262616,996180,Entire home/apt,Santo AntÌ_nio,46,5,4,1,109
263399,405842,Entire home/apt,Campolide,14,4,6,3,69
266358,1270923,Private room,Arroios,190,4.5,2,1,35
266659,1398359,Private room,MisericÌ_rdia,4,5,2,1,83
267235,1039097,Entire home/apt,Santo AntÌ_nio,36,4,5,2,87
268343,1406453,Entire home/apt,MisericÌ_rdia,77,4.5,6,3,132
271430,1416183,Entire home/apt,Santa Maria Maior,42,4.5,4,2,127
272438,1416183,Entire home/apt,Santa Maria Maior,35,4.5,4,1,102
272947,1428237,Entire home/apt,Estrela,7,5,4,2,93
274547,1416183,Entire home/apt,Santa Maria Maior,31,4.5,4,2,64
276795,1445970,Entire home/apt,MisericÌ_rdia,44,4.5,4,2,196
279549,1457564,Entire home/apt,MisericÌ_rdia,112,5,7,3,173
279804,1458917,Entire home/apt,Estrela,46,5,4,1,80
280219,1333192,Entire home/apt,SÌ£o Vicente,11,5,4,2,98
281407,1466881,Entire home/apt,Santo AntÌ_nio,1,0,10,3,208
281639,1468017,Private room,Ajuda,38,4.5,2,1,46
286153,1489229,Shared room,Campolide,29,4.5,2,1,21
286672,1382192,Entire home/apt,Santa Maria Maior,13,5,4,3,80
286706,1466881,Entire home/apt,Santo AntÌ_nio,5,4,6,1,138
287007,1493269,Entire home/apt,MisericÌ_rdia,121,5,4,1,87
287874,1496930,Entire home/apt,MisericÌ_rdia,57,4.5,10,5,253
291676,682628,Entire home/apt,MisericÌ_rdia,3,4.5,6,2,81
291999,1029524,Entire home/apt,MisericÌ_rdia,148,4.5,6,2,98
295749,1526948,Entire home/apt,Santa Maria Maior,19,5,6,3,213
299321,199452,Entire home/apt,Santo AntÌ_nio,337,5,2,1,87
300116,1255219,Entire home/apt,Beato,0,0,3,3,114
300827,1549585,Entire home/apt,MisericÌ_rdia,118,4.5,4,2,81
300875,1549585,Entire home/apt,Santa Maria Maior,141,4.5,4,1,64
300914,1549585,Entire home/apt,Santa Maria Maior,135,4,3,0,55
301264,1552056,Entire home/apt,Arroios,32,4.5,6,2,93
301755,1554338,Entire home/apt,MisericÌ_rdia,56,4.5,7,2,98
301871,1552056,Entire home/apt,Santo AntÌ_nio,26,5,4,1,104
303692,1552056,Entire home/apt,Arroios,48,4.5,6,2,80
304025,682628,Entire home/apt,MisericÌ_rdia,17,4.5,7,3,98
304028,682628,Entire home/apt,MisericÌ_rdia,16,4,9,4,172
304902,136230,Entire home/apt,MisericÌ_rdia,90,4.5,4,1,45
305088,3897446,Entire home/apt,Estrela,1,0,3,1,90
306191,1574678,Entire home/apt,MisericÌ_rdia,266,4.5,4,1,47
307666,1582924,Entire home/apt,Parque das NaÌ¤Ìµes,8,5,4,1,76
307683,727771,Entire home/apt,Santa Maria Maior,179,5,4,1,69
308287,1496930,Entire home/apt,MisericÌ_rdia,55,4.5,5,2,93
311031,1599678,Entire home/apt,Santa Maria Maior,0,0,4,1,104
311040,1599678,Entire home/apt,Santa Maria Maior,1,0,4,1,98
311047,1599678,Entire home/apt,Santa Maria Maior,3,3.5,4,1,98
313854,1271930,Entire home/apt,Santo AntÌ_nio,36,4.5,4,1,57
317916,1631771,Private room,Estrela,344,4.5,2,1,27
319825,1639832,Entire home/apt,SÌ£o Vicente,38,5,4,1,105
320603,1416183,Entire home/apt,Santa Maria Maior,14,5,5,2,156
321426,989287,Entire home/apt,Arroios,4,4.5,4,2,87
322284,1650507,Entire home/apt,Santa Maria Maior,83,4.5,6,2,122
324570,1660874,Private room,Santo AntÌ_nio,0,0,2,0,46
327792,1664323,Private room,Arroios,29,4.5,2,1,26
327945,1675942,Entire home/apt,Santa Maria Maior,254,5,3,0,52
333311,1695029,Entire home/apt,SÌ£o Vicente,241,5,3,1,58
333919,507901,Private room,Alvalade,48,4,3,1,40
335344,1707481,Entire home/apt,MisericÌ_rdia,78,4.5,6,2,87
335382,604695,Entire home/apt,Santo AntÌ_nio,2,0,2,1,109
336832,701650,Entire home/apt,SÌ£o Vicente,37,4.5,6,2,94
337665,1716000,Entire home/apt,Santo AntÌ_nio,43,5,6,2,160
340574,1727918,Private room,Campo de Ourique,0,0,1,1,69
341268,1277626,Entire home/apt,Santa Maria Maior,169,4.5,2,1,68
342657,1707186,Private room,Arroios,95,4.5,2,1,35
343011,1740444,Entire home/apt,MisericÌ_rdia,84,4.5,5,2,58
343912,604695,Entire home/apt,Santo AntÌ_nio,0,0,4,1,179
344035,1730158,Entire home/apt,MisericÌ_rdia,16,5,5,2,93
347518,1756107,Entire home/apt,Santa Maria Maior,29,4.5,5,2,117
347530,1756107,Entire home/apt,Santa Maria Maior,4,4,5,2,107
348764,1767259,Entire home/apt,MisericÌ_rdia,223,5,2,1,46
349459,1770472,Entire home/apt,Santa Maria Maior,62,5,4,1,56
349971,1466881,Entire home/apt,Santo AntÌ_nio,3,4.5,11,4,231
349974,1466881,Entire home/apt,Santo AntÌ_nio,3,5,10,3,196
349975,1466881,Shared room,Santo AntÌ_nio,0,0,4,1,115
354431,1794425,Entire home/apt,MisericÌ_rdia,139,5,6,2,93
358781,1815773,Private room,Avenidas Novas,35,5,2,1,35
364652,1836346,Entire home/apt,Arroios,123,5,2,1,80
366752,1851592,Private room,Beato,64,4.5,2,1,21
369360,1593947,Private room,Santo AntÌ_nio,127,5,2,1,35
370051,1787815,Private room,Estrela,11,4.5,1,1,29
370774,1868448,Entire home/apt,MisericÌ_rdia,1,0,2,1,118
372953,1660499,Entire home/apt,Santa Maria Maior,56,5,4,2,75
376134,1891161,Entire home/apt,Parque das NaÌ¤Ìµes,12,5,4,1,162
376774,1894092,Entire home/apt,Estrela,81,4.5,2,1,52
379156,1039097,Entire home/apt,Estrela,7,4.5,4,1,64
381013,1643990,Entire home/apt,Campo de Ourique,57,4.5,3,2,93
383282,1282676,Entire home/apt,Santa Maria Maior,4,5,4,1,109
385235,1928060,Entire home/apt,MisericÌ_rdia,48,4.5,3,1,93
387376,1282676,Entire home/apt,Santa Maria Maior,0,0,6,2,122
387414,1282676,Entire home/apt,MisericÌ_rdia,1,0,6,2,156
387461,1029524,Entire home/apt,Santo AntÌ_nio,63,4.5,6,2,69
392912,607028,Entire home/apt,Santa Maria Maior,274,5,2,1,64
393402,11969316,Entire home/apt,Campo de Ourique,52,4.5,2,1,40
393699,1593947,Private room,Santo AntÌ_nio,113,4.5,2,3,35
393700,1593947,Entire home/apt,Santo AntÌ_nio,48,5,10,3,173
395874,1165468,Entire home/apt,MisericÌ_rdia,112,4.5,2,1,52
397178,1984345,Entire home/apt,Avenidas Novas,44,4.5,6,2,93
401831,126008,Entire home/apt,Arroios,21,4.5,4,2,80
403131,1969293,Entire home/apt,MisericÌ_rdia,4,5,7,3,109
403167,1969293,Entire home/apt,MisericÌ_rdia,11,4,6,2,109
403260,1654712,Entire home/apt,Santa Maria Maior,59,4.5,6,2,104
403751,2013435,Entire home/apt,Santa Maria Maior,120,4.5,6,2,58
403760,1654712,Entire home/apt,Santa Maria Maior,72,4.5,4,1,98
404177,1969293,Entire home/apt,MisericÌ_rdia,12,4.5,9,4,133
404192,1969293,Entire home/apt,MisericÌ_rdia,20,4,11,5,148
405399,1788136,Entire home/apt,SÌ£o Vicente,94,4,4,2,113
407467,606901,Entire home/apt,Arroios,71,5,6,3,103
407623,2030219,Private room,SÌ£o Vicente,46,4.5,2,1,40
408344,2033544,Entire home/apt,Estrela,13,5,4,1,58
411639,1654712,Entire home/apt,Santa Maria Maior,19,5,10,3,346
412022,2050911,Entire home/apt,Santo AntÌ_nio,30,4.5,3,1,69
414171,1549585,Entire home/apt,SÌ£o Vicente,90,4,4,1,57
414621,2062006,Entire home/apt,Santo AntÌ_nio,56,5,7,3,122
416929,2073678,Private room,Arroios,202,4.5,2,1,23
417448,2075804,Entire home/apt,Santo AntÌ_nio,14,5,4,1,69
417477,426650,Entire home/apt,Santa Maria Maior,127,4.5,4,1,65
418945,2083563,Private room,BelÌ©m,2,0,2,1,127
420238,2089770,Entire home/apt,Arroios,1,0,4,1,167
422485,1928060,Entire home/apt,MisericÌ_rdia,68,5,6,3,138
423612,2087756,Entire home/apt,Santo AntÌ_nio,15,4.5,4,1,93
425416,2058070,Private room,MisericÌ_rdia,144,4.5,6,1,45
425645,704061,Private room,Avenidas Novas,16,3,7,1,26
426204,671930,Entire home/apt,Parque das NaÌ¤Ìµes,1,0,4,2,162
426411,671930,Entire home/apt,Parque das NaÌ¤Ìµes,0,0,2,1,75
426412,671930,Entire home/apt,Parque das NaÌ¤Ìµes,0,0,4,2,104
427653,2125391,Entire home/apt,Santa Maria Maior,75,4.5,3,0,45
428021,798869,Entire home/apt,MisericÌ_rdia,15,4,4,1,64
428784,914126,Entire home/apt,Santa Maria Maior,23,5,5,2,138
428785,914126,Entire home/apt,Santa Maria Maior,60,5,4,2,115
431224,2143736,Entire home/apt,MisericÌ_rdia,91,5,4,2,69
431706,2146386,Entire home/apt,Santa Maria Maior,78,4.5,3,1,64
438431,2101702,Entire home/apt,SÌ£o Vicente,183,4.5,4,1,69
439079,2174752,Entire home/apt,Santa Maria Maior,18,4.5,8,3,196
439435,2182895,Private room,Santa Maria Maior,205,4.5,2,1,46
439447,2182931,Entire home/apt,Santa Maria Maior,129,5,6,2,95
439559,2174752,Entire home/apt,Santa Maria Maior,5,3.5,9,3,109
439888,2068065,Entire home/apt,MisericÌ_rdia,2,0,4,1,58
444996,2211068,Private room,MisericÌ_rdia,168,5,2,1,69
447832,2223892,Entire home/apt,MisericÌ_rdia,318,5,3,1,80
448556,2174752,Entire home/apt,Santa Maria Maior,13,4.5,4,2,87
448688,2174752,Entire home/apt,Santa Maria Maior,4,4.5,6,2,93
449080,2229758,Entire home/apt,Santa Maria Maior,46,4.5,4,1,32
450115,1969293,Entire home/apt,Santa Maria Maior,41,4.5,8,3,122
450240,2174752,Entire home/apt,Santa Maria Maior,6,4.5,9,4,277
450707,2229758,Entire home/apt,Santa Maria Maior,79,4,2,1,28
451116,2240699,Entire home/apt,MisericÌ_rdia,3,5,4,2,144
451351,181902,Entire home/apt,Santa Maria Maior,86,4.5,10,3,103
451473,181902,Entire home/apt,Santa Maria Maior,82,4.5,11,3,98
453233,2252054,Entire home/apt,Santa Maria Maior,145,4.5,2,1,48
453655,2174752,Entire home/apt,Santa Maria Maior,20,4.5,3,1,109
453782,2174752,Entire home/apt,Santa Maria Maior,20,4,9,4,242
454086,2174752,Entire home/apt,Santa Maria Maior,30,4.5,11,4,277
454143,2174752,Entire home/apt,Santa Maria Maior,2,0,4,1,98
454209,2229758,Entire home/apt,Santa Maria Maior,58,4,3,1,28
454217,2229758,Entire home/apt,Santa Maria Maior,79,4,3,1,25
454298,2229758,Entire home/apt,Santa Maria Maior,61,4.5,4,1,33
454306,2229758,Entire home/apt,Santa Maria Maior,62,4.5,3,1,29
454328,2229758,Entire home/apt,Santa Maria Maior,78,4.5,3,1,26
455053,2103745,Private room,Avenidas Novas,2,0,2,2,46
457972,2276749,Entire home/apt,MisericÌ_rdia,73,4,4,1,39
458731,798869,Entire home/apt,MisericÌ_rdia,13,3.5,5,1,78
458979,2174752,Entire home/apt,Santa Maria Maior,20,4,4,1,87
460344,2174752,Entire home/apt,SÌ£o Vicente,0,0,4,1,87
460648,2174752,Entire home/apt,Santa Maria Maior,21,4,2,1,69
460694,2174752,Entire home/apt,MisericÌ_rdia,1,0,2,1,93
460739,2174752,Entire home/apt,MisericÌ_rdia,3,4.5,2,1,93
460812,2174752,Entire home/apt,Santa Maria Maior,8,3.5,7,2,104
464325,606884,Entire home/apt,Santa Maria Maior,49,4,3,1,52
465001,798869,Entire home/apt,MisericÌ_rdia,42,4,5,1,78
465071,1549585,Entire home/apt,Santa Maria Maior,82,4,6,2,67
471483,1549585,Entire home/apt,MisericÌ_rdia,53,4,3,1,60
472183,2341627,Entire home/apt,BelÌ©m,64,4.5,4,1,67
474818,2353669,Entire home/apt,Santa Maria Maior,181,4.5,4,1,57
476049,2359843,Private room,SÌ£o Domingos de Benfica,0,0,1,1,29
476063,2359843,Private room,SÌ£o Domingos de Benfica,0,0,1,1,29
478989,862470,Entire home/apt,Santa Maria Maior,44,5,8,4,64
479691,2376032,Entire home/apt,MisericÌ_rdia,117,4.5,5,2,69
481237,2383254,Entire home/apt,Santa Maria Maior,44,5,6,3,81
481288,2383548,Entire home/apt,Estrela,91,4.5,3,1,52
483897,2381723,Entire home/apt,Avenidas Novas,113,5,5,2,58
484029,2396271,Entire home/apt,MisericÌ_rdia,79,4.5,4,1,75
484157,2396948,Entire home/apt,MisericÌ_rdia,114,5,2,1,69
486249,2381313,Entire home/apt,SÌ£o Vicente,104,4.5,7,3,208
486291,1725290,Entire home/apt,SÌ£o Vicente,187,4.5,6,2,69
487394,2412046,Entire home/apt,Santa Maria Maior,219,5,2,1,46
487633,2412924,Entire home/apt,Santa Maria Maior,207,5,2,1,69
488241,2396258,Entire home/apt,Santa Maria Maior,3,4.5,5,2,103
488628,2396258,Entire home/apt,SÌ£o Vicente,2,0,4,2,68
488694,2396258,Entire home/apt,SÌ£o Vicente,19,5,5,2,103
489178,727771,Entire home/apt,Santa Maria Maior,169,5,3,1,58
489264,2420278,Entire home/apt,Santa Maria Maior,41,4.5,2,1,64
489804,277909,Entire home/apt,Arroios,22,4.5,4,2,69
490354,2174752,Entire home/apt,Santa Maria Maior,10,4,6,2,93
491019,2174752,Entire home/apt,Santa Maria Maior,16,4.5,5,2,109
491097,2174752,Entire home/apt,MisericÌ_rdia,5,4.5,3,2,80
491181,2174752,Entire home/apt,Arroios,19,4,2,1,69
491368,2381723,Entire home/apt,Arroios,214,5,9,4,85
493169,2436137,Private room,Campolide,0,0,1,1,35
493274,2437170,Entire home/apt,SÌ£o Vicente,298,5,2,1,104
493438,2437658,Entire home/apt,Penha de FranÌ¤a,7,4.5,4,2,69
493982,2440437,Private room,Parque das NaÌ¤Ìµes,17,4.5,1,1,75
495237,2446180,Entire home/apt,SÌ£o Vicente,180,5,6,2,93
496195,647439,Entire home/apt,Santa Maria Maior,259,5,4,2,52
496935,2476571,Entire home/apt,Santa Maria Maior,191,4.5,6,2,109
497424,2455881,Entire home/apt,Santa Maria Maior,139,5,3,1,62
497713,1717560,Entire home/apt,Arroios,17,3.5,8,5,68
499250,2463888,Private room,Santa Maria Maior,189,4.5,3,1,37
500107,780618,Entire home/apt,MisericÌ_rdia,254,5,3,1,58
500840,1121762,Entire home/apt,Santa Maria Maior,199,4.5,2,1,37
501680,2475531,Private room,Alvalade,14,5,2,1,31
501780,2476022,Private room,Penha de FranÌ¤a,1,0,1,1,26
505082,2490645,Private room,Avenidas Novas,1,0,2,1,64
505372,2491484,Private room,Alvalade,5,4.5,1,1,40
505847,914126,Entire home/apt,Santa Maria Maior,25,5,5,2,127
506047,2494477,Entire home/apt,MisericÌ_rdia,120,4.5,3,1,58
509010,2508366,Entire home/apt,MisericÌ_rdia,240,4.5,5,2,75
