room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
5344441,3634413,Entire home/apt,Arroios,53,4.5,4,2,46
5344643,27696318,Private room,Penha de FranÌ¤a,15,5,7,1,52
5349785,26918474,Entire home/apt,MisericÌ_rdia,52,5,4,1,69
5354287,113827925,Entire home/apt,Santa Maria Maior,149,5,2,1,64
5356498,3633695,Entire home/apt,Santa Maria Maior,20,5,11,3,162
5360038,8866903,Entire home/apt,Santa Maria Maior,132,5,3,1,80
5363401,7376674,Entire home/apt,Arroios,1,0,4,2,52
5363568,3519021,Entire home/apt,MisericÌ_rdia,168,5,4,1,75
5367247,27824644,Entire home/apt,SÌ£o Vicente,25,4.5,4,1,50
5368743,27831121,Entire home/apt,MisericÌ_rdia,182,5,2,0,75
5368869,10487625,Entire home/apt,MisericÌ_rdia,114,4.5,6,2,69
5374210,573194,Entire home/apt,Santo AntÌ_nio,24,4.5,12,6,119
5374251,3392988,Entire home/apt,SÌ£o Vicente,2,0,4,2,138
5374433,16819033,Entire home/apt,SÌ£o Vicente,19,5,6,3,78
5381638,20896925,Private room,SÌ£o Vicente,37,5,1,1,33
5382405,20225857,Private room,Estrela,0,0,2,1,38
5382935,16106300,Entire home/apt,MisericÌ_rdia,31,4.5,4,2,109
5383373,6925599,Entire home/apt,SÌ£o Vicente,19,4,4,2,69
5386071,4647743,Entire home/apt,Arroios,77,4.5,4,1,39
5389911,12403267,Private room,Santo AntÌ_nio,99,4.5,1,1,32
5392191,5799522,Private room,Santo AntÌ_nio,0,0,3,1,93
5392355,5799522,Shared room,Santo AntÌ_nio,0,0,6,1,23
5392493,19407543,Entire home/apt,Santa Maria Maior,45,4.5,2,1,58
5394053,3196678,Entire home/apt,Arroios,52,5,4,2,122
5395630,5799522,Private room,Santo AntÌ_nio,0,0,2,1,93
5398549,5527341,Entire home/apt,SÌ£o Vicente,4,5,6,2,75
5399756,27896996,Entire home/apt,SÌ£o Vicente,24,4.5,6,2,79
5399869,27896996,Entire home/apt,SÌ£o Vicente,42,4.5,3,1,46
5399994,27896996,Entire home/apt,SÌ£o Vicente,6,4,7,3,58
5400107,27896996,Entire home/apt,SÌ£o Vicente,10,4,4,2,48
5408275,28036603,Entire home/apt,Santa Maria Maior,17,4,2,1,57
5417830,11707167,Entire home/apt,Parque das NaÌ¤Ìµes,2,0,4,2,87
5418014,22836280,Entire home/apt,Santa Maria Maior,51,5,6,3,138
5431759,21324473,Entire home/apt,MisericÌ_rdia,42,4.5,4,1,64
5432654,28164904,Entire home/apt,MisericÌ_rdia,93,4.5,2,1,52
5432701,26419245,Entire home/apt,SÌ£o Vicente,0,0,5,2,132
5433692,23414759,Entire home/apt,Santo AntÌ_nio,51,5,5,2,150
5433862,28188282,Entire home/apt,Parque das NaÌ¤Ìµes,11,5,2,1,64
5438762,28212914,Private room,Santa Maria Maior,14,4.5,2,1,75
5440592,28220359,Entire home/apt,BelÌ©m,0,0,4,2,87
5441568,17457001,Entire home/apt,MisericÌ_rdia,66,5,6,1,113
5444386,1756107,Entire home/apt,MisericÌ_rdia,8,4,4,2,73
5445142,8333365,Entire home/apt,Parque das NaÌ¤Ìµes,17,4,4,2,55
5446258,7935318,Entire home/apt,Santa Maria Maior,105,4.5,4,1,58
5447217,25064934,Private room,Arroios,85,4.5,2,1,30
5447341,25064934,Private room,Arroios,96,4.5,2,1,22
5447426,25064934,Private room,Arroios,73,4.5,2,1,22
5449398,22192546,Entire home/apt,Santa Maria Maior,5,4.5,4,1,68
5449738,22192546,Entire home/apt,Santa Maria Maior,0,0,7,3,139
5450688,3593452,Entire home/apt,Parque das NaÌ¤Ìµes,3,5,4,2,173
5450940,28271557,Entire home/apt,MisericÌ_rdia,66,4.5,4,1,64
5453401,28284043,Entire home/apt,Santa Maria Maior,92,4.5,4,1,58
5453554,136230,Entire home/apt,MisericÌ_rdia,29,4,4,1,38
5453987,19250534,Entire home/apt,MisericÌ_rdia,46,4.5,4,1,75
5454120,136230,Entire home/apt,MisericÌ_rdia,28,4.5,4,1,93
5454422,22192546,Entire home/apt,MisericÌ_rdia,1,0,4,1,52
5454681,28289324,Entire home/apt,Campo de Ourique,94,5,6,2,79
5455082,1756107,Entire home/apt,Estrela,14,4.5,5,2,83
5455982,28296743,Private room,Arroios,33,4.5,2,1,33
5456507,1312785,Entire home/apt,Santa Maria Maior,16,4.5,5,2,103
5456751,22192546,Entire home/apt,MisericÌ_rdia,3,4,4,1,52
5457402,28305113,Entire home/apt,Santa Maria Maior,0,0,2,0,115
5461045,1526948,Entire home/apt,Santa Maria Maior,20,4.5,5,3,102
5462491,24225052,Entire home/apt,Areeiro,18,4.5,8,3,103
5464935,1756107,Entire home/apt,Estrela,8,4.5,5,2,83
5465778,28347893,Entire home/apt,Arroios,22,4.5,2,1,57
5465996,27964523,Entire home/apt,MisericÌ_rdia,70,4.5,4,2,64
5467286,5471155,Entire home/apt,Arroios,12,4,6,3,91
5468627,19271076,Entire home/apt,MisericÌ_rdia,22,4.5,2,1,58
5469736,9745566,Entire home/apt,Estrela,52,4.5,2,0,72
5477637,3250665,Entire home/apt,MisericÌ_rdia,51,4.5,6,2,55
5484020,28440222,Entire home/apt,Santa Maria Maior,26,5,10,4,231
5487972,28271557,Entire home/apt,MisericÌ_rdia,75,5,2,1,69
5487997,28271557,Entire home/apt,MisericÌ_rdia,93,5,4,2,80
5489378,28463438,Entire home/apt,SÌ£o Vicente,65,4.5,6,3,69
5494062,15191207,Entire home/apt,MisericÌ_rdia,76,5,4,1,57
5494064,15191207,Entire home/apt,Santo AntÌ_nio,62,4.5,8,3,89
5495552,25064934,Private room,Arroios,89,4.5,2,1,29
5495673,16391947,Private room,Alvalade,32,5,1,1,26
5498837,23178607,Entire home/apt,SÌ£o Vicente,11,5,2,2,138
5503886,2998591,Private room,Avenidas Novas,40,4.5,2,1,20
5505529,26864642,Private room,Penha de FranÌ¤a,111,4.5,3,1,26
5506719,28561006,Entire home/apt,SÌ£o Vicente,25,4.5,4,2,48
5508264,28568963,Entire home/apt,Santa Maria Maior,8,5,4,1,69
5509602,21501633,Entire home/apt,BelÌ©m,131,5,5,2,79
5509937,28578259,Entire home/apt,Campo de Ourique,12,5,2,1,104
5510209,22061173,Entire home/apt,Santa Maria Maior,75,5,3,1,48
5510698,28578259,Entire home/apt,Campo de Ourique,4,5,3,1,115
5510762,28578259,Entire home/apt,Campo de Ourique,3,5,3,1,104
5510935,28578259,Entire home/apt,Campo de Ourique,14,4.5,2,0,80
5515910,8199985,Entire home/apt,Santa Maria Maior,0,0,2,1,98
5517012,20791560,Entire home/apt,MisericÌ_rdia,89,4.5,4,2,46
5517912,5918228,Entire home/apt,Santo AntÌ_nio,87,5,3,1,64
5518673,28621314,Entire home/apt,Santa Maria Maior,28,4.5,4,2,87
5523812,4861007,Entire home/apt,SÌ£o Vicente,10,5,4,1,230
5524183,7351199,Private room,Campo de Ourique,125,5,2,1,68
5525213,12811685,Entire home/apt,Parque das NaÌ¤Ìµes,17,5,5,2,162
5528669,9445680,Private room,SÌ£o Vicente,0,0,2,1,35
5529620,3297204,Entire home/apt,Santa Maria Maior,0,0,8,4,1154
5530056,28676929,Entire home/apt,MisericÌ_rdia,110,4.5,4,1,42
5530492,2681445,Entire home/apt,Estrela,10,4.5,4,2,115
5530726,25064934,Private room,Arroios,79,4.5,2,1,25
5532291,28687909,Entire home/apt,Arroios,109,5,3,1,93
5533672,1341386,Private room,MisericÌ_rdia,22,5,2,1,40
5537324,28713820,Entire home/apt,Estrela,62,4.5,2,1,60
5543013,6930224,Entire home/apt,Santo AntÌ_nio,83,4.5,3,1,40
5545857,8726202,Entire home/apt,Estrela,19,4.5,4,1,69
5547080,24930656,Private room,Santo AntÌ_nio,8,5,1,1,12
5553393,3519021,Entire home/apt,MisericÌ_rdia,172,5,4,1,98
5557699,28812904,Shared room,Santa Maria Maior,22,4,1,1,10
5557787,28813263,Entire home/apt,Campo de Ourique,54,4.5,5,2,56
5558522,24039534,Entire home/apt,MisericÌ_rdia,39,5,4,1,90
5559593,28822259,Entire home/apt,SÌ£o Vicente,59,4.5,2,1,52
5559975,24457381,Private room,Arroios,0,0,1,1,35
5561774,2681397,Entire home/apt,MisericÌ_rdia,81,4.5,15,4,138
5568324,28284043,Entire home/apt,Santa Maria Maior,100,4.5,3,1,58
5568390,2976200,Entire home/apt,Santa Maria Maior,53,4.5,6,3,124
5568645,10058743,Entire home/apt,MisericÌ_rdia,14,4,4,1,80
5568673,26796114,Entire home/apt,Santa Maria Maior,143,4.5,4,1,69
5568822,28870893,Entire home/apt,SÌ£o Vicente,1,0,4,1,93
5569413,28873906,Entire home/apt,Santa Maria Maior,68,4,4,1,69
5569600,24291881,Entire home/apt,MisericÌ_rdia,151,,4,2,45
5576779,15415806,Entire home/apt,Estrela,79,5,3,1,52
5578667,5918228,Entire home/apt,Santo AntÌ_nio,74,5,3,1,64
5580396,28921058,Entire home/apt,Santa Maria Maior,70,4.5,5,1,104
5580661,16391947,Private room,Alvalade,6,5,2,1,35
5581230,1333192,Private room,SÌ£o Vicente,22,4.5,2,1,40
5585116,3753184,Entire home/apt,MisericÌ_rdia,133,4.5,2,1,56
5588725,6065977,Entire home/apt,Santa Maria Maior,124,5,8,1,115
5588844,8345132,Entire home/apt,Arroios,23,4.5,5,2,65
5589756,28981483,Entire home/apt,Santa Maria Maior,70,4.5,3,1,35
5589928,26759477,Entire home/apt,Estrela,2,0,6,2,75
5591729,26371519,Entire home/apt,Santa Maria Maior,52,4.5,5,2,79
5591740,2192226,Entire home/apt,BelÌ©m,90,5,4,2,46
5592179,14897199,Entire home/apt,MisericÌ_rdia,133,4.5,5,2,74
5593035,28921058,Entire home/apt,Santa Maria Maior,42,4.5,5,1,104
5596307,29017241,Entire home/apt,Estrela,16,4.5,4,1,75
5596473,28873906,Entire home/apt,Santa Maria Maior,63,4,2,1,58
5596590,29017241,Entire home/apt,Estrela,18,4.5,5,2,79
5597372,29020693,Private room,Santa Maria Maior,64,5,2,1,69
5598083,21324473,Entire home/apt,MisericÌ_rdia,34,5,4,1,65
5599753,29032166,Entire home/apt,Campo de Ourique,56,5,14,6,288
5600638,29036328,Entire home/apt,Ajuda,66,4.5,4,2,58
5601611,753902,Entire home/apt,Santa Maria Maior,19,4.5,5,3,87
5610245,29084261,Shared room,Santa Maria Maior,8,4,4,1,11
5610866,25982299,Entire home/apt,Santo AntÌ_nio,55,5,2,1,109
5610915,29086838,Private room,Santa Maria Maior,0,0,2,1,98
5611448,26418126,Entire home/apt,MisericÌ_rdia,72,5,3,1,52
5612685,17638903,Private room,Arroios,6,4,1,1,45
5618543,20321071,Entire home/apt,Santo AntÌ_nio,82,4.5,16,5,173
5622549,29144581,Entire home/apt,BelÌ©m,0,0,2,1,230
5625020,13566681,Entire home/apt,Arroios,41,5,4,2,58
5626513,3753184,Entire home/apt,Campo de Ourique,136,4.5,2,0,62
5631554,29186739,Entire home/apt,Santa Maria Maior,91,4.5,6,2,61
5633548,22682396,Private room,Estrela,42,5,1,1,28
5634370,29202743,Entire home/apt,Parque das NaÌ¤Ìµes,10,5,6,3,144
5635094,4861007,Entire home/apt,MisericÌ_rdia,35,4.5,4,1,68
5635174,1416183,Entire home/apt,Santa Maria Maior,53,4.5,5,2,90
5636417,25064934,Private room,Arroios,74,4.5,2,1,29
5636891,29213877,Entire home/apt,MisericÌ_rdia,74,4.5,6,2,58
5639021,625176,Private room,MisericÌ_rdia,141,4.5,2,1,35
5639093,28578259,Entire home/apt,Campo de Ourique,3,5,16,10,1038
5639484,6798815,Entire home/apt,Santa Maria Maior,27,5,6,2,127
5643727,27094617,Private room,Santa Maria Maior,172,4.5,2,1,40
5646107,9281217,Private room,Arroios,5,4,2,1,33
5646738,19908865,Entire home/apt,AlcÌ¢ntara,84,5,4,1,40
5649650,2446180,Entire home/apt,SÌ£o Vicente,89,5,5,3,93
5650878,29284951,Entire home/apt,Campo de Ourique,6,4,4,2,93
5654669,7728431,Entire home/apt,Estrela,68,5,6,2,144
5655034,4777554,Entire home/apt,Campo de Ourique,1,0,2,1,58
5655369,19824580,Entire home/apt,Arroios,30,5,5,3,93
5656797,29319548,Entire home/apt,MisericÌ_rdia,8,5,3,1,49
5657487,25227228,Entire home/apt,MisericÌ_rdia,29,4.5,15,5,311
5657621,27094617,Private room,Santa Maria Maior,172,4.5,2,1,40
5657630,29324568,Entire home/apt,MisericÌ_rdia,41,5,4,1,64
5663346,29359245,Entire home/apt,Santo AntÌ_nio,24,4.5,4,1,102
5663627,15925834,Private room,Arroios,1,0,2,1,46
5664125,29362367,Entire home/apt,Santo AntÌ_nio,27,5,2,1,80
5664234,15925834,Private room,Avenidas Novas,20,5,2,1,46
5666073,26122607,Entire home/apt,MisericÌ_rdia,43,5,4,2,87
5666537,17376414,Entire home/apt,MisericÌ_rdia,1,0,3,1,45
5669370,15925834,Private room,Arroios,9,4.5,2,1,46
5669584,29319548,Entire home/apt,MisericÌ_rdia,25,5,4,1,98
5671451,22195694,Private room,Estrela,2,0,2,1,41
5672154,14539928,Entire home/apt,MisericÌ_rdia,85,4.5,4,1,64
5672216,22195694,Private room,Estrela,7,4.5,2,1,46
5678114,3108083,Entire home/apt,Areeiro,25,4,10,5,103
5679153,29444462,Entire home/apt,Estrela,4,4.5,8,6,231
5680941,24485176,Entire home/apt,Estrela,62,4.5,8,3,77
5683026,1312785,Entire home/apt,SÌ£o Vicente,8,4.5,4,2,207
5684070,29202743,Entire home/apt,Parque das NaÌ¤Ìµes,6,5,5,2,144
5684430,29472278,Entire home/apt,Parque das NaÌ¤Ìµes,19,5,5,2,75
5686993,27094617,Private room,Santa Maria Maior,137,4,2,1,40
5692093,9626267,Entire home/apt,MisericÌ_rdia,8,5,4,2,104
5692624,28212914,Private room,Santa Maria Maior,6,5,2,1,64
5692815,1554338,Entire home/apt,MisericÌ_rdia,29,4.5,7,2,109
5694117,28212914,Private room,Santa Maria Maior,2,0,2,1,69
5694312,29141044,Entire home/apt,Santa Maria Maior,104,5,7,3,115
5701266,259744,Private room,Avenidas Novas,1,0,2,1,79
5707394,764012,Entire home/apt,Santa Maria Maior,97,4.5,4,1,115
5708070,29594109,Entire home/apt,Penha de FranÌ¤a,23,4.5,3,1,69
5710500,11707167,Entire home/apt,MisericÌ_rdia,3,5,4,2,115
5712112,26109799,Entire home/apt,AlcÌ¢ntara,12,5,4,2,52
5717301,13750296,Entire home/apt,Santa Maria Maior,68,5,4,2,87
5719511,6604033,Entire home/apt,SÌ£o Vicente,108,4.5,4,1,40
5723959,29344724,Entire home/apt,Santa Maria Maior,2,0,8,2,162
5724047,19570877,Entire home/apt,Santo AntÌ_nio,117,5,4,1,75
5724415,29676067,Shared room,MisericÌ_rdia,28,4.5,9,1,20
5725563,29686095,Entire home/apt,Santa Maria Maior,112,4.5,4,1,58
5725570,1794425,Private room,MisericÌ_rdia,11,5,2,1,58
5725814,29676067,Shared room,MisericÌ_rdia,23,5,6,1,21
5726255,29689044,Entire home/apt,Santa Maria Maior,13,4.5,7,3,87
5728184,2681397,Entire home/apt,Santo AntÌ_nio,78,4.5,16,8,380
5728669,20321071,Entire home/apt,MisericÌ_rdia,96,4.5,10,3,231
5729372,13075882,Entire home/apt,MisericÌ_rdia,143,4,6,3,57
5729395,29705323,Entire home/apt,Santa Maria Maior,133,4.5,4,2,54
5732621,7610653,Entire home/apt,Santa Maria Maior,55,5,4,1,103
5736581,6930224,Entire home/apt,Santo AntÌ_nio,121,4.5,4,1,52
5737018,29744618,Entire home/apt,BelÌ©m,46,4.5,10,4,128
5737282,5650205,Entire home/apt,Santo AntÌ_nio,102,5,5,2,75
5742506,29783793,Entire home/apt,AlcÌ¢ntara,16,4.5,3,1,69
5746081,29804501,Private room,Santa Maria Maior,1,0,2,1,84
5746719,495593,Private room,Penha de FranÌ¤a,153,5,2,1,46
5747387,13502005,Private room,Arroios,0,0,2,1,40
5748013,29804501,Private room,Santa Maria Maior,2,0,2,1,93
5748052,24487624,Entire home/apt,SÌ£o Vicente,102,4.5,2,1,25
5748852,8911887,Entire home/apt,Lumiar,8,4.5,4,2,93
5749160,29820175,Entire home/apt,MisericÌ_rdia,51,4.5,5,2,68
5749537,29826036,Entire home/apt,Santo AntÌ_nio,105,5,4,2,42
5751237,29804501,Private room,Santa Maria Maior,4,4.5,2,1,64
5753094,29845914,Entire home/apt,MisericÌ_rdia,112,4.5,6,2,58
5753649,14827687,Entire home/apt,Estrela,9,5,2,1,75
5753854,22192546,Entire home/apt,Santa Maria Maior,7,5,5,3,109
5755563,8368066,Entire home/apt,SÌ£o Vicente,69,4.5,6,2,75
5756016,27948439,Entire home/apt,Santo AntÌ_nio,161,4.5,3,0,35
5757356,9338843,Entire home/apt,Santo AntÌ_nio,1,0,6,2,58
5758143,21019651,Entire home/apt,Santa Maria Maior,121,4.5,3,1,52
5758990,2395266,Entire home/apt,Santa Maria Maior,77,4.5,4,1,64
5760938,5471155,Entire home/apt,MisericÌ_rdia,6,5,2,1,32
5765582,11821479,Entire home/apt,Santo AntÌ_nio,51,4,2,0,44
5769351,2372087,Entire home/apt,Arroios,15,5,10,4,173
5770153,29686095,Entire home/apt,Santa Maria Maior,97,4.5,2,1,52
5770759,3897446,Entire home/apt,MisericÌ_rdia,5,4.5,4,2,142
5770770,4189583,Entire home/apt,Santa Maria Maior,78,5,6,2,137
5770987,11093680,Entire home/apt,AlcÌ¢ntara,18,4.5,3,1,58
5771322,13530121,Entire home/apt,SÌ£o Vicente,78,5,2,1,58
5772492,13530121,Entire home/apt,Santa Maria Maior,24,5,4,2,69
5773479,7833576,Entire home/apt,Arroios,55,4.5,4,1,52
5776375,3897446,Entire home/apt,MisericÌ_rdia,1,0,4,1,95
5776388,26866501,Entire home/apt,Santo AntÌ_nio,3,4.5,4,1,58
5777701,3953109,Entire home/apt,Estrela,3,4,6,2,60
5777816,29444462,Entire home/apt,Areeiro,1,0,9,6,173
5780924,798869,Entire home/apt,MisericÌ_rdia,63,4.5,9,5,127
5781197,5847348,Entire home/apt,MisericÌ_rdia,5,4,4,1,93
5783808,28309203,Entire home/apt,Santa Maria Maior,112,5,6,2,93
5789741,30038491,Entire home/apt,SÌ£o Vicente,37,4.5,4,1,64
5789942,21019651,Entire home/apt,MisericÌ_rdia,142,5,3,1,69
5790002,29976608,Entire home/apt,Santo AntÌ_nio,29,4.5,6,2,69
5792733,11824183,Entire home/apt,SÌ£o Vicente,116,4.5,4,1,40
5793611,30056520,Entire home/apt,Santa Maria Maior,56,4.5,6,2,115
5794507,30061203,Entire home/apt,SÌ£o Vicente,75,4.5,6,3,75
5795096,1756107,Entire home/apt,SÌ£o Vicente,27,4.5,4,2,97
5796306,13115678,Entire home/apt,MisericÌ_rdia,149,4.5,5,2,45
5799127,3250665,Entire home/apt,MisericÌ_rdia,25,4.5,7,3,59
5799647,27613726,Private room,Arroios,92,4.5,2,1,40
5801408,3953109,Entire home/apt,MisericÌ_rdia,14,4,6,2,84
5801664,4703662,Entire home/apt,Santo AntÌ_nio,77,5,4,1,32
5801749,30100144,Entire home/apt,Areeiro,36,4.5,2,1,69
5802445,30056520,Entire home/apt,Santa Maria Maior,82,4.5,2,0,52
5802706,30056520,Entire home/apt,Santa Maria Maior,45,4,6,2,80
5802721,914126,Entire home/apt,Santa Maria Maior,31,4.5,4,2,115
5803062,30102242,Entire home/apt,AlcÌ¢ntara,76,5,2,1,48
5803073,30106526,Entire home/apt,MisericÌ_rdia,101,4.5,4,2,33
5803327,1549585,Entire home/apt,MisericÌ_rdia,82,4.5,3,1,69
5803348,29676067,Shared room,MisericÌ_rdia,19,5,9,1,20
5805534,27608323,Entire home/apt,BelÌ©m,104,4.5,4,2,75
5805730,2685734,Entire home/apt,Arroios,23,5,4,1,57
5808154,29202743,Entire home/apt,Parque das NaÌ¤Ìµes,11,5,6,3,153
5809727,30143416,Entire home/apt,Santa Maria Maior,89,4.5,4,2,58
5812081,112595412,Entire home/apt,Arroios,82,4.5,8,3,85
5812525,29472278,Entire home/apt,Parque das NaÌ¤Ìµes,41,4.5,8,4,162
5817061,2372087,Entire home/apt,SÌ£o Vicente,8,5,16,6,346
5818402,25809064,Entire home/apt,Santa Maria Maior,123,4.5,2,0,64
5818536,30194472,Entire home/apt,SÌ£o Vicente,80,4,2,1,32
5822409,30218851,Entire home/apt,Santa Maria Maior,42,4.5,4,1,52
5823046,29676067,Shared room,MisericÌ_rdia,35,4.5,12,1,15
5824564,23780167,Private room,Avenidas Novas,20,4,2,1,22
5825316,11821479,Entire home/apt,Santo AntÌ_nio,82,4,3,1,38
5825739,27694497,Entire home/apt,Estrela,111,5,3,1,58
5829860,27694497,Entire home/apt,Estrela,106,5,3,1,58
5831115,10823190,Entire home/apt,MisericÌ_rdia,151,5,4,1,64
5833773,10248362,Entire home/apt,Alvalade,20,4.5,6,3,93
5834293,26070945,Entire home/apt,Santo AntÌ_nio,6,4.5,10,4,68
5835671,5406716,Entire home/apt,Santa Maria Maior,68,4.5,6,3,75
5836144,5406716,Entire home/apt,Santa Maria Maior,69,4.5,5,2,73
5837277,30100144,Entire home/apt,Arroios,35,4.5,8,4,208
5842331,27824644,Entire home/apt,Santa Maria Maior,59,4.5,3,1,69
5845315,30341722,Entire home/apt,Santa Maria Maior,88,4.5,6,2,79
5847614,29705323,Entire home/apt,Santa Maria Maior,124,4.5,4,2,56
5848192,25809064,Entire home/apt,Santa Maria Maior,94,4.5,2,1,64
5848967,30368097,Entire home/apt,Estrela,33,4.5,4,2,58
5850203,5655861,Entire home/apt,Santo AntÌ_nio,14,4,5,1,114
5850683,17457001,Entire home/apt,MisericÌ_rdia,42,5,4,2,173
5858126,30416045,Private room,Arroios,2,0,2,1,23
5858695,30418529,Entire home/apt,Campo de Ourique,4,4,2,1,93
5860684,30429169,Entire home/apt,Estrela,0,0,6,2,173
5861319,24122117,Entire home/apt,Areeiro,1,0,4,2,62
5862014,1029524,Entire home/apt,Santo AntÌ_nio,51,4.5,6,2,109
5867421,1756107,Entire home/apt,MisericÌ_rdia,73,4.5,8,3,125
5867492,2356506,Entire home/apt,Campo de Ourique,53,4.5,4,2,75
5867559,2010790,Private room,Areeiro,1,0,1,1,29
5867636,2010790,Private room,Areeiro,2,0,1,1,29
5867691,2010790,Private room,Areeiro,6,4,2,1,29
5867705,2010790,Private room,Areeiro,3,3.5,1,1,29
5867717,2010790,Private room,Areeiro,1,0,2,1,29
5870144,11824183,Entire home/apt,Santa Maria Maior,101,4.5,4,1,42
5870241,13750296,Entire home/apt,MisericÌ_rdia,72,5,9,4,231
5873361,743167,Entire home/apt,Santa Maria Maior,14,4.5,4,2,137
5883197,22998414,Entire home/apt,Avenidas Novas,65,5,4,1,87
5883322,30063025,Entire home/apt,Ajuda,7,5,5,2,69
5883344,29632595,Entire home/apt,MisericÌ_rdia,110,4.5,3,1,46
5883524,17638903,Private room,Arroios,11,4.5,1,1,40
5883597,17638903,Private room,Arroios,5,4,1,1,40
5883693,9709069,Entire home/apt,Alvalade,9,5,4,2,46
5883731,727771,Entire home/apt,SÌ£o Vicente,31,5,6,2,69
5888288,811228,Private room,MisericÌ_rdia,6,4.5,2,1,35
5892286,4294198,Private room,Arroios,64,4,2,1,16
5892434,4294198,Private room,Arroios,51,4,2,1,18
5893886,22370159,Entire home/apt,Santo AntÌ_nio,31,5,5,2,137
5895961,624278,Entire home/apt,MisericÌ_rdia,43,4.5,6,2,68
5897010,30627298,Entire home/apt,MisericÌ_rdia,77,5,5,2,139
5899881,30642769,Entire home/apt,Santa Maria Maior,49,5,4,1,87
5901048,30642769,Entire home/apt,Santa Maria Maior,82,5,5,2,115
5902413,30655569,Entire home/apt,AlcÌ¢ntara,16,4.5,3,1,35
5910669,2372087,Entire home/apt,Arroios,11,4.5,10,4,173
5910869,8408783,Entire home/apt,Santa Maria Maior,148,4.5,7,3,114
5911280,2010790,Private room,Arroios,8,3.5,2,1,29
5911529,2010790,Private room,Arroios,3,4.5,1,1,29
5911676,15728325,Private room,Santo AntÌ_nio,67,4.5,2,1,44
5911989,28212914,Private room,Santa Maria Maior,0,0,2,1,93
5914107,30711920,Entire home/apt,MisericÌ_rdia,51,4,5,1,69
5915659,19245334,Entire home/apt,MisericÌ_rdia,54,4.5,4,2,69
5918166,30733455,Entire home/apt,Ajuda,21,4.5,2,1,31
5922993,764012,Entire home/apt,Santa Maria Maior,90,4.5,8,3,138
5923107,27465339,Entire home/apt,MisericÌ_rdia,100,5,6,3,231
5923221,8199950,Entire home/apt,Santa Maria Maior,133,4.5,2,0,33
5923631,30759805,Entire home/apt,Santa Maria Maior,0,0,8,3,156
5924742,3108083,Private room,Santo AntÌ_nio,53,4.5,4,1,28
5924765,3108083,Private room,Santo AntÌ_nio,50,4.5,4,1,26
5924782,3108083,Private room,Santo AntÌ_nio,40,4,2,1,18
5924795,3108083,Private room,Santo AntÌ_nio,42,4.5,2,1,18
5924810,3108083,Private room,Santo AntÌ_nio,47,4,3,1,19
5924824,3108083,Private room,Santo AntÌ_nio,69,4.5,4,1,29
5924839,3108083,Entire home/apt,Arroios,9,4.5,10,5,102
5924871,3108083,Private room,Santo AntÌ_nio,6,4.5,2,1,27
5924897,3108083,Private room,Santo AntÌ_nio,4,4,2,1,29
5924915,3108083,Private room,Santo AntÌ_nio,13,3.5,2,1,18
5924950,3108083,Private room,Santo AntÌ_nio,13,3.5,2,1,25
5924959,3108083,Private room,Santo AntÌ_nio,18,3.5,3,1,46
5924973,3108083,Private room,Santo AntÌ_nio,8,3.5,2,1,29
5925823,30703097,Private room,Campolide,5,5,2,1,46
5926739,30773699,Entire home/apt,Santa Maria Maior,63,4.5,5,2,35
5931295,30794985,Entire home/apt,MisericÌ_rdia,15,5,6,2,50
5932768,30627298,Entire home/apt,Estrela,83,5,2,1,68
5942856,1756107,Entire home/apt,Estrela,20,4.5,4,2,89
5943175,1756107,Entire home/apt,MisericÌ_rdia,21,4.5,5,3,104
5943609,19299820,Entire home/apt,Avenidas Novas,19,4.5,4,2,103
5943793,30856093,Entire home/apt,MisericÌ_rdia,55,5,2,1,56
5944831,20505600,Entire home/apt,Santa Maria Maior,35,4.5,2,1,69
5945001,20505600,Entire home/apt,Santa Maria Maior,45,4.5,2,1,40
5945119,20505600,Entire home/apt,Santa Maria Maior,56,4.5,2,1,75
5952783,25153166,Entire home/apt,MisericÌ_rdia,54,5,5,2,98
5953276,3953109,Entire home/apt,Campo de Ourique,0,0,2,1,64
5955428,5591174,Entire home/apt,Santa Maria Maior,0,0,2,1,62
5956879,29509561,Entire home/apt,Santo AntÌ_nio,20,4.5,5,2,104
5962510,14218670,Entire home/apt,Arroios,16,4.5,4,2,66
5962736,30954075,Entire home/apt,Estrela,104,4.5,4,1,69
5964122,3953109,Entire home/apt,MisericÌ_rdia,4,4,4,2,71
5964472,29681893,Entire home/apt,BelÌ©m,22,5,2,1,64
5965836,30773699,Entire home/apt,Arroios,78,5,5,2,44
5967657,28578259,Entire home/apt,Campo de Ourique,1,0,2,1,80
5967757,28578259,Entire home/apt,Campo de Ourique,1,0,4,1,150
5969392,15520967,Private room,Santa Maria Maior,13,4.5,3,1,56
5972801,31007246,Entire home/apt,SÌ£o Vicente,54,4.5,8,3,194
5975718,270457,Entire home/apt,Ajuda,33,5,2,1,46
5977506,17535201,Entire home/apt,Santa Maria Maior,6,4,4,2,91
5978415,12381504,Entire home/apt,Santa Maria Maior,81,5,4,2,138
5978981,25809064,Entire home/apt,Santa Maria Maior,98,4.5,4,1,69
5983021,31063157,Entire home/apt,Santa Maria Maior,45,4.5,2,1,35
5986364,31080498,Entire home/apt,Arroios,80,4.5,8,3,133
5987935,31088724,Entire home/apt,Ajuda,7,4.5,4,2,67
